# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 25K of event 'cycles:u'
# Event count (approx.): 2288360700315
#
# Overhead  Command  Shared Object                                       Symbol                                                                                                                                                                                             IPC   [IPC Coverage]
# ........  .......  ..................................................  .................................................................................................................................................................................................  ....................
#
     0.00%  bash     ld-linux-aarch64.so.1                               [.] _dl_relocate_object_no_relro                                                                                                                                                                   -      -            
     0.00%  mpiexec  [unknown]                                           [k] 0xffffbb7146733314                                                                                                                                                                             -      -            
     0.00%  tee      ld-linux-aarch64.so.1                               [.] _dl_map_object_from_fd                                                                                                                                                                         -      -            
     0.00%  ABE      libevent_core-2.1.so.7.0.1                          [.] evmap_io_active_                                                                                                                                                                               -      -            
     0.00%  prterun  [unknown]                                           [k] 0xffffbb7146732894                                                                                                                                                                             -      -            
     0.00%  python3  [unknown]                                           [k] 0xffffbb7146732894                                                                                                                                                                             -      -            
     0.00%  ABE      libc.so.6                                           [.] __printf_buffer                                                                                                                                                                                -      -            
     0.00%  prterun  libhwloc.so.15.9.0                                  [.] .plt                                                                                                                                                                                           -      -            
     0.00%  python3  libc.so.6                                           [.] __GI___strchrnul                                                                                                                                                                               -      -            
     0.00%  python3  libc.so.6                                           [.] __printf_buffer_write                                                                                                                                                                          -      -            
     0.00%  python3  libc.so.6                                           [.] start_thread                                                                                                                                                                                   -      -            
     0.00%  python3  libc.so.6                                           [.] __memcpy_generic                                                                                                                                                                               -      -            
     0.00%  python3  libc.so.6                                           [.] __ctype_init                                                                                                                                                                                   -      -            
     0.00%  prterun  libpmix.so.2.13.7                                   [.] pmix_ptl_base_recv_handler                                                                                                                                                                     -      -            
     0.00%  ABE      libc.so.6                                           [.] arena_get2                                                                                                                                                                                     -      -            
     0.00%  prterun  ld-linux-aarch64.so.1                               [.] _dl_fixup                                                                                                                                                                                      -      -            
     0.00%  python3  libc.so.6                                           [.] __vsnprintf_internal                                                                                                                                                                           -      -            
     0.00%  ABE      libstdc++.so.6.0.33                                 [.] free@plt                                                                                                                                                                                       -      -            
     0.00%  bash     [unknown]                                           [k] 0xffffbb7146732894                                                                                                                                                                             -      -            
     0.00%  ABE      libevent_core-2.1.so.7.0.1                          [.] event_active_nolock_                                                                                                                                                                           -      -            
     0.00%  ABE      libmpi.so.40.40.7                                   [.] 0x000000000024d7fc                                                                                                                                                                             -      -            
     0.00%  python3  python3.13                                          [.] 0x0000000000083b10                                                                                                                                                                             -      -            
     0.00%  ABE      libc.so.6                                           [.] __printf_buffer_write                                                                                                                                                                          -      -            
     0.00%  ABE      libevent_core-2.1.so.7.0.1                          [.] 0x0000000000028498                                                                                                                                                                             -      -            
     0.00%  fuse     libc.so.6                                           [.] __printf_buffer                                                                                                                                                                                -      -            
     0.00%  fuse     libc.so.6                                           [.] __GI___strchrnul                                                                                                                                                                               -      -            
     0.00%  prterun  libc.so.6                                           [.] __GI___futex_abstimed_wait_cancelable64                                                                                                                                                        -      -            
     0.00%  ABE      libstdc++.so.6.0.33                                 [.] std::basic_filebuf<char, std::char_traits<char> >::open(char const*, std::_Ios_Openmode)                                                                                                       -      -            
     0.00%  tee      tee                                                 [.] 0x0000000000002ccc                                                                                                                                                                             -      -            
     0.00%  bash     [unknown]                                           [k] 0xffffbb7146732db8                                                                                                                                                                             -      -            
     0.00%  ABE      ld-linux-aarch64.so.1                               [.] _dl_start                                                                                                                                                                                      -      -            
     0.00%  prterun  libc.so.6                                           [.] _Fork                                                                                                                                                                                          -      -            
     0.00%  prterun  libc.so.6                                           [.] __ctype_init                                                                                                                                                                                   -      -            
     0.00%  prterun  ld-linux-aarch64.so.1                               [.] _dl_runtime_resolve                                                                                                                                                                            -      -            
     0.00%  prterun  libc.so.6                                           [.] start_thread                                                                                                                                                                                   -      -            
     0.00%  python3  libc.so.6                                           [.] __GI___futex_abstimed_wait_cancelable64                                                                                                                                                        -      -            
     0.00%  python3  libc.so.6                                           [.] __internal_syscall_cancel                                                                                                                                                                      -      -            
     0.00%  python3  python3.13                                          [.] 0x00000000002b5a00                                                                                                                                                                             -      -            
     0.00%  prterun  libevent_core-2.1.so.7.0.1                          [.] 0x00000000000283dc                                                                                                                                                                             -      -            
     0.00%  python3  libc.so.6                                           [.] __GI___snprintf                                                                                                                                                                                -      -            
     0.00%  prterun  libc.so.6                                           [.] epoll_pwait                                                                                                                                                                                    -      -            
     0.00%  prterun  libc.so.6                                           [.] __aarch64_swp4_acq                                                                                                                                                                             -      -            
     0.00%  env      [unknown]                                           [k] 0xffffbb7146732894                                                                                                                                                                             -      -            
     0.00%  python3  libc.so.6                                           [.] __GI___clone3                                                                                                                                                                                  -      -            
     0.00%  ABE      libc.so.6                                           [.] __ctype_init                                                                                                                                                                                   -      -            
     0.00%  prterun  libc.so.6                                           [.] sched_setaffinity@@GLIBC_2.17                                                                                                                                                                  -      -            
     0.00%  ABE      libc.so.6                                           [.] __internal_syscall_cancel                                                                                                                                                                      -      -            
     0.00%  prterun  [unknown]                                           [k] 0xffffbb7146732db8                                                                                                                                                                             -      -            
     0.00%  bash     libc.so.6                                           [.] _Fork                                                                                                                                                                                          -      -            
     0.00%  prterun  libhwloc.so.15.9.0                                  [.] hwloc_linux_set_tid_cpubind                                                                                                                                                                    -      -            
     0.00%  ABE      libc.so.6                                           [.] start_thread                                                                                                                                                                                   -      -            
     0.00%  python3  libc.so.6                                           [.] __syscall_cancel_arch                                                                                                                                                                          -      -            
     0.00%  prterun  libc.so.6                                           [.] __syscall_cancel_arch                                                                                                                                                                          -      -            
     0.00%  fuse     libc.so.6                                           [.] __ctype_init                                                                                                                                                                                   -      -            
     0.00%  prterun  libc.so.6                                           [.] __GI___clone3                                                                                                                                                                                  -      -            
     0.00%  prterun  libc.so.6                                           [.] __internal_syscall_cancel                                                                                                                                                                      -      -            
     0.00%  ABE      ld-linux-aarch64.so.1                               [.] _start                                                                                                                                                                                         -      -            
     0.00%  ABE      libc.so.6                                           [.] __vsnprintf_internal                                                                                                                                                                           -      -            
     0.00%  fuse     [unknown]                                           [k] 0xffffbb7146732894                                                                                                                                                                             -      -            
     0.00%  ABE      [vdso]                                              [.] __kernel_gettimeofday                                                                                                                                                                          -      -            
     0.00%  ABE      libc.so.6                                           [.] __GI___snprintf                                                                                                                                                                                -      -            
     0.00%  prterun  libc.so.6                                           [.] __GI___lll_lock_wait                                                                                                                                                                           -      -            
     0.00%  python3  libc.so.6                                           [.] thread_start                                                                                                                                                                                   -      -            
     0.00%  ABE      libpmix.so.2.13.7                                   [.] pmix_ptl_base_recv_blocking                                                                                                                                                                    -      -            
     0.00%  ABE      [unknown]                                           [k] 0xffffbb7146732db8                                                                                                                                                                             -      -            
     0.00%  bash     ld-linux-aarch64.so.1                               [.] _start                                                                                                                                                                                         -      -            
     0.00%  env      ld-linux-aarch64.so.1                               [.] _start                                                                                                                                                                                         -      -            
     0.00%  prterun  ld-linux-aarch64.so.1                               [.] _start                                                                                                                                                                                         -      -            
     0.00%  python3  libc.so.6                                           [.] __vfork                                                                                                                                                                                        -      -            
     0.00%  tee      libc.so.6                                           [.] __internal_syscall_cancel                                                                                                                                                                      -      -            
     0.00%  ABE      libc.so.6                                           [.] _IO_file_open                                                                                                                                                                                  -      -            
     0.00%  ABE      libc.so.6                                           [.] __GI___libc_open                                                                                                                                                                               -      -            
     0.00%  ABE      libc.so.6                                           [.] __sched_yield                                                                                                                                                                                  -      -            
     0.00%  ABE      libc.so.6                                           [.] clock_nanosleep@@GLIBC_2.17                                                                                                                                                                    -      -            
     0.00%  ABE      libc.so.6                                           [.] usleep                                                                                                                                                                                         -      -            
     0.00%  ABE      libmpi.so.40.40.7                                   [.] mca_pml_ob1_send_fin                                                                                                                                                                           -      -            
     0.00%  ABE      libmpi.so.40.40.7                                   [.] mca_pml_ob1_send_fin@plt                                                                                                                                                                       -      -            
     0.00%  ABE      libmpi.so.40.40.7                                   [.] opal_progress_set_event_flag@plt                                                                                                                                                               -      -            
     0.00%  ABE      libopen-pal.so.80.0.5                               [.] mca_smsc_cma_copy_from                                                                                                                                                                         -      -            
     0.00%  ABE      libucm.so.0.0.0                                     [.] ucm_bistro_apply_patch_atomic                                                                                                                                                                  -      -            
     0.00%  ABE      [unknown]                                           [k] 0xffffbb71466ff8e0                                                                                                                                                                             -      -            
     0.00%  env      [unknown]                                           [k] 0xffffbb7146732db8                                                                                                                                                                             -      -            
     0.00%  fuse     libc.so.6                                           [.] __GI___snprintf                                                                                                                                                                                -      -            
     0.00%  fuse     libc.so.6                                           [.] start_thread                                                                                                                                                                                   -      -            
     0.00%  prterun  libevent_core-2.1.so.7.0.1                          [.] 0x00000000000283f4                                                                                                                                                                             -      -            
     0.00%  python3  libc.so.6                                           [.] __memcpy_sve                                                                                                                                                                                   -      -            
     0.00%  python3  python3.13                                          [.] 0x00000000000b0f44                                                                                                                                                                             -      -            
     0.00%  python3  python3.13                                          [.] 0x00000000000b3dfc                                                                                                                                                                             -      -            
     0.00%  python3  python3.13                                          [.] 0x00000000002b58b8                                                                                                                                                                             -      -            


#
# (Tip: To set sample time separation other than 100ms with --sort time use --time-quantum)
#
